SIMBOLO,FECHA,VENCIMIENTO,TIPO DE SERIE,CIERRE,APERTURA,MAXIMO,MINIMO,PRECIO PROMEDIO,VOLUMEN NOMINAL,MONTO NEGOCIADO,CANTIDAD DE OPERACIONES
TGSU2,2024-01-09,48 hs.,Homogenea,"3244,4",3460,3543,3210,"3318,47",298372,"990138388,6",3710
LOMA,2024-01-09,48 hs.,Homogenea,"1563,4",1580,1620,1542,"1577,496",93394,"147328634,15",1412
CRES,2024-01-09,48 hs.,Homogenea,"1048,75",1115,1130,1040,"1074,594",822635,"883998951,3",4999
PAMP,2024-01-09,48 hs.,Homogenea,"2243,95",2400,2450,2219,"2291,383",794919,"1821463497,65",10949
GGAL,2024-01-09,48 hs.,Homogenea,"1892,25",2010,2015,1875,"1908,409",1929695,"3681722537,05",5330
BYMA,2024-01-09,48 hs.,Homogenea,"1006,5",1070,1078,1004,"1031,399",248779,"256590442,5",2606
SUPV,2024-01-09,48 hs.,Homogenea,"829,35",899,899,"824,15","845,348",571847,"483409668,85",2683
EDN,2024-01-09,48 hs.,Homogenea,"1058,3",1099,1150,1043,"1090,13",248396,"270783818,2",3168
BMA,2024-01-09,48 hs.,Homogenea,"2973,4",3161,3305,"2955,55","3061,158",131849,"403610664,1",1925
TGNO4,2024-01-09,48 hs.,Homogenea,2187,2200,2320,2110,"2193,908",318429,698604042,3529
TXAR,2024-01-09,48 hs.,Homogenea,941,986,1000,940,"963,543",1670516,1609645766,6614
BBAR,2024-01-09,48 hs.,Homogenea,"1920,65",2080,2085,1914,"1961,022",268747,"527018733,65",2527
CEPU,2024-01-09,48 hs.,Homogenea,"1106,35",1136,1175,1083,"1120,585",1398916,"1567604831,6",5622
VALO,2024-01-09,48 hs.,Homogenea,"229,75",230,"231,75","227,5","229,088",471335,"107977313,75",2413
ALUA,2024-01-09,48 hs.,Homogenea,1057,1083,1105,"1042,5","1058,575",1287297,"1362774388,5",6250
COME,2024-01-09,48 hs.,Homogenea,"80,4",83,"84,6","80,1","81,846",2348001,"192302695,25",4753
YPFD,2024-01-09,48 hs.,Homogenea,"19204,55",20000,20200,19000,"19487,249",233025,"4541016131,95",7885
TECO2,2024-01-09,48 hs.,Homogenea,"1605,9",1714,1750,1600,"1654,411",183240,"303154360,85",1374
MIRG,2024-01-09,48 hs.,Homogenea,15641,14485,16200,14450,"15747,446",66743,"1051031774,55",4883
MIRG,2024-01-08,48 hs.,Homogenea,"14206,5",12400,14500,12400,"13903,389","46351,4","644441553,5",4210
LOMA,2024-01-08,48 hs.,Homogenea,"1587,8",1540,1612,1510,"1580,09",232056,"366669389,95",1932
GGAL,2024-01-08,48 hs.,Homogenea,"1997,2",1894,2000,1856,"1944,934",1733177,"3370024721,4",4581
EDN,2024-01-08,48 hs.,Homogenea,"1094,85",1035,1099,1025,"1067,519",445789,"475888042,15",3162
YPFD,2024-01-08,48 hs.,Homogenea,"19955,75",19039,19975,18670,"19592,86",223028,"4369756401,45",8245
VALO,2024-01-08,48 hs.,Homogenea,"227,5","225,5","231,75","225,5","229,616",1254587,"288073837,25",2530
TXAR,2024-01-08,48 hs.,Homogenea,986,1008,1025,970,"994,85",2682546,2668729759,12087
TRAN,2024-01-08,48 hs.,Homogenea,1224,1210,"1247,5",1190,"1217,025",330334,"402024729,5",1714
TGSU2,2024-01-08,48 hs.,Homogenea,"3411,05",3283,"3474,95",3253,"3351,298",267210,"895500278,05",3971
TGNO4,2024-01-08,48 hs.,Homogenea,"2185,5",2126,2279,2115,"2198,022",207553,"456206036,5",3111
CRES,2024-01-08,48 hs.,Homogenea,"1107,5",1051,1110,1040,"1078,327",781223,"842413891,8",4396
COME,2024-01-08,48 hs.,Homogenea,"83,05","79,5","84,5","78,6","81,955",4629162,"379575254,45",6401
CEPU,2024-01-08,48 hs.,Homogenea,"1128,8","1044,679","1154,121","1034,978","1114,362",1217292,"1363413072,95",7450
BYMA,2024-01-08,48 hs.,Homogenea,"1060,5",975,1067,958,"1016,916",515593,"524314948,5",3028
BMA,2024-01-08,48 hs.,Homogenea,"3148,6",3000,"3197,9",2941,"3082,941",172838,532849436,1881
BBAR,2024-01-08,48 hs.,Homogenea,"2039,8",1960,2050,1910,"1983,961",138794,"275361915,1",1983
ALUA,2024-01-08,48 hs.,Homogenea,"1083,5",1080,1117,1045,"1075,177",2114961,2273960219,11110
TECO2,2024-01-08,48 hs.,Homogenea,"1703,2",1680,1711,1600,"1661,994",249074,"413959508,1",2373
SUPV,2024-01-08,48 hs.,Homogenea,"868,85",790,870,"773,5","836,3",976453,"816607665,6",3195
PAMP,2024-01-08,48 hs.,Homogenea,"2366,75",2210,2388,2150,"2299,82",654494,"1505234198,75",9669
VALO,2024-01-05,48 hs.,Homogenea,"225,5",224,227,"219,5","223,16",569094,126999148,1758
TXAR,2024-01-05,48 hs.,Homogenea,"1011,5",938,1045,"936,5","992,808",2376334,2359243812,10109
CEPU,2024-01-05,48 hs.,Homogenea,"1040,25",992,1046,975,"1012,781",1690958,1712570707,5322
TGSU2,2024-01-05,48 hs.,Homogenea,"3238,2",3222,3280,3090,"3242,833",262932,852644496,2523
CRES,2024-01-05,48 hs.,Homogenea,"1036,75",1000,1051,"980,1","1011,385",562948,569357207,3914
BYMA,2024-01-05,48 hs.,Homogenea,974,908,979,908,"960,857",299844,288107117,2618
SUPV,2024-01-05,48 hs.,Homogenea,"788,15","766,5",791,752,"774,441",550819,426576788,2151
EDN,2024-01-05,48 hs.,Homogenea,"1034,3",1042,1065,1020,"1030,759",573548,591189538,3432
BMA,2024-01-05,48 hs.,Homogenea,2986,2900,3000,2806,"2934,407",234801,689001667,1503
PAMP,2024-01-05,48 hs.,Homogenea,"2208,6",2139,"2223,3",2090,"2154,573",897089,1932843845,8435
TRAN,2024-01-05,48 hs.,Homogenea,1185,1185,1203,1180,"1194,494",537124,641591223,1558
YPFD,2024-01-05,48 hs.,Homogenea,"19014,05",18099,19099,17800,"18505,824",344406,6373516861,6520
MIRG,2024-01-05,48 hs.,Homogenea,12252,10671,12350,10401,"11292,765","30937,5",349369902,1988
TECO2,2024-01-05,48 hs.,Homogenea,"1647,45",1522,1675,1488,"1601,144",200517,321056606,1642
ALUA,2024-01-05,48 hs.,Homogenea,"1083,5","1016,5",1090,1015,"1057,881",1611771,1705062460,8329
LOMA,2024-01-05,48 hs.,Homogenea,"1536,75",1484,"1564,1",1453,"1516,944",254017,385329443,1496
TGNO4,2024-01-05,48 hs.,Homogenea,2126,2135,2198,2060,"2157,089",214563,462831376,2620
BBAR,2024-01-05,48 hs.,Homogenea,"1905,3",1821,1930,1800,"1877,327",340685,639576984,1716
GGAL,2024-01-05,48 hs.,Homogenea,"1889,2",1800,1904,1771,"1849,602",2656526,4913514811,4093
COME,2024-01-05,48 hs.,Homogenea,"79,3","78,3","79,5",77,"78,749",2743692,216062050,4628
COME,2024-01-04,48 hs.,Homogenea,"77,95","75,7","78,2",73,"77,338",3065515,"237086233,15",4574
CEPU,2024-01-04,48 hs.,Homogenea,"968,6",950,973,919,"963,595",908394,"875323699,35",4214
BYMA,2024-01-04,48 hs.,Homogenea,"926,5",905,930,880,"909,811",362253,329831746,2272
BMA,2024-01-04,48 hs.,Homogenea,"2899,55",2862,2966,2860,"2908,971",183269,"533124186,7",1347
BBAR,2024-01-04,48 hs.,Homogenea,"1819,3",1785,1825,1779,"1803,228",373650,"673776112,3",1234
ALUA,2024-01-04,48 hs.,Homogenea,"1016,5",950,1018,"947,5","989,303",1225183,1212077314,7303
YPFD,2024-01-04,48 hs.,Homogenea,18085,17798,18350,17220,"18132,118",382150,"6929188993,7",6363
VALO,2024-01-04,48 hs.,Homogenea,"221,75",223,"224,75","217,5","219,895",433048,"95225239,5",2061
TXAR,2024-01-04,48 hs.,Homogenea,933,870,945,865,"908,143",1537267,1396574417,8182
TRAN,2024-01-04,48 hs.,Homogenea,"1183,5",1223,1238,1180,"1197,452",489394,"586025799,5",1965
TGSU2,2024-01-04,48 hs.,Homogenea,"3212,3",3180,3250,3100,"3181,341",227617,"724127213,1",2988
TGNO4,2024-01-04,48 hs.,Homogenea,2096,2018,"2124,5",2000,"2071,423",240763,498721952,2208
TECO2,2024-01-04,48 hs.,Homogenea,"1521,8",1446,1527,1446,"1487,002",261346,"388622016,35",1327
SUPV,2024-01-04,48 hs.,Homogenea,"766,2","778,1",788,"750,85","767,248",920761,"706452264,25",2727
PAMP,2024-01-04,48 hs.,Homogenea,"2140,5","2047,1","2148,95",2047,"2116,226",1347116,"2850802237,45",6882
MIRG,2024-01-04,48 hs.,Homogenea,10395,10148,10418,10101,"10315,854","14057,6","145016149,7",797
LOMA,2024-01-04,48 hs.,Homogenea,"1453,25",1450,1485,"1424,9","1446,188",125713,"181804694,5",1685
GGAL,2024-01-04,48 hs.,Homogenea,"1800,55",1772,1839,1758,"1817,515",3024680,"5497379761,9",3682
EDN,2024-01-04,48 hs.,Homogenea,"1042,9",1050,1089,1037,"1052,584",334803,"352408313,1",2858
CRES,2024-01-04,48 hs.,Homogenea,"995,55",960,1004,952,"985,186",573433,"564938238,35",3160
TRAN,2024-01-03,48 hs.,Homogenea,1213,1235,1260,1205,"1239,426",488088,"604948756,5",1632
COME,2024-01-03,48 hs.,Homogenea,"75,65","73,8","75,8","72,5","75,003",2992655,"224461481,4",3944
MIRG,2024-01-03,48 hs.,Homogenea,10077,"10103,5",10200,9920,"10040,028","17244,4","173134259,75",833
TXAR,2024-01-03,48 hs.,Homogenea,865,"829,5",876,817,"853,138",1550627,"1322899287,5",4551
ALUA,2024-01-03,48 hs.,Homogenea,945,905,953,"890,5","938,343",1697847,"1593151235,5",7175
PAMP,2024-01-03,48 hs.,Homogenea,"2047,1",1920,2060,1835,"1992,874",797695,"1589705522,05",6821
TGNO4,2024-01-03,48 hs.,Homogenea,2013,1980,2015,1930,"2004,29",474665,951366362,2670
YPFD,2024-01-03,48 hs.,Homogenea,17760,16600,17800,16385,"17165,434",320312,"5498294529,55",6699
SUPV,2024-01-03,48 hs.,Homogenea,"777,65","751,5",787,"751,5","777,18",679015,"527716659,85",1842
LOMA,2024-01-03,48 hs.,Homogenea,"1438,9",1395,"1449,9",1350,"1403,311",157124,"220493820,7",1332
BMA,2024-01-03,48 hs.,Homogenea,"2852,4",2820,2886,2781,"2868,036",329830,"945964337,55",2348
TECO2,2024-01-03,48 hs.,Homogenea,"1444,25","1411,9",1450,1380,"1436,134",153673,"220694994,5",1095
GGAL,2024-01-03,48 hs.,Homogenea,"1771,7",1699,1774,1665,"1731,726",2231061,"3863213516,9",3676
BYMA,2024-01-03,48 hs.,Homogenea,900,872,"907,5",861,"888,613",183482,163044430,1820
VALO,2024-01-03,48 hs.,Homogenea,"222,75",224,229,"221,75","223,768",296795,66413325,1685
EDN,2024-01-03,48 hs.,Homogenea,"1043,35",1000,1052,997,"1032,777",551342,569413606,3115
CEPU,2024-01-03,48 hs.,Homogenea,"933,15",915,"935,4",901,"920,925",655546,"603708538,55",3171
TGSU2,2024-01-03,48 hs.,Homogenea,"3152,25",3080,3180,"2957,25","3110,793",238601,"742238247,75",2226
CRES,2024-01-03,48 hs.,Homogenea,"951,05",931,"957,55",920,"939,037",645842,"606469272,1",3118
BBAR,2024-01-03,48 hs.,Homogenea,"1780,5",1762,1824,1710,"1795,297",265896,"477362335,65",1711
TRAN,2024-01-02,48 hs.,Homogenea,1234,1234,1249,1204,"1229,658",260221,319982849,1173
TXAR,2024-01-02,48 hs.,Homogenea,825,850,851,"818,5","833,696",780880,"651016488,5",3386
VALO,2024-01-02,48 hs.,Homogenea,"223,5","227,5","228,75",223,"224,678",192182,"43179109,75",1443
YPFD,2024-01-02,48 hs.,Homogenea,"16530,65",16850,16950,"16169,1","16392,562",206955,"3392522605,45",6513
ALUA,2024-01-02,48 hs.,Homogenea,"902,5",920,920,894,"904,567",580191,"524861289,5",4850
BBAR,2024-01-02,48 hs.,Homogenea,"1765,05",1775,1840,1700,"1737,099",304826,"529513091,5",1520
BMA,2024-01-02,48 hs.,Homogenea,"2788,5",2670,2790,2670,"2744,906",227565,"624644593,6",3443
BYMA,2024-01-02,48 hs.,Homogenea,"873,5",845,882,832,"852,906",324620,"276870334,5",2084
CEPU,2024-01-02,48 hs.,Homogenea,897,901,919,"866,5","885,401",810235,"717383157,55",3588
COME,2024-01-02,48 hs.,Homogenea,"73,9","73,4","74,05","72,2","73,121",1273781,"93140177,4",3512
CRES,2024-01-02,48 hs.,Homogenea,"930,55","920,7",944,902,"918,587",395819,"363614011,9",2960
EDN,2024-01-02,48 hs.,Homogenea,"993,95",942,1010,911,"986,231",1457833,"1437759665,4",3640
GGAL,2024-01-02,48 hs.,Homogenea,"1685,95",1688,1717,"1636,4","1661,288",1192504,"1979333369,55",3844
LOMA,2024-01-02,48 hs.,Homogenea,"1393,6",1407,1440,1338,"1371,695",80970,"111066126,15",1690
MIRG,2024-01-02,48 hs.,Homogenea,"10081,5","10390,5",10545,9720,"10128,304",5810,"58845444,7",541
PAMP,2024-01-02,48 hs.,Homogenea,"1915,35",1940,1959,1860,"1914,595",612819,"1173299988,7",5853
SUPV,2024-01-02,48 hs.,Homogenea,"776,65",782,795,750,"767,46",136062,"104422140,9",1766
TECO2,2024-01-02,48 hs.,Homogenea,"1411,9",1388,1415,1362,"1401,73",86775,"121635079,75",1147
TGNO4,2024-01-02,48 hs.,Homogenea,"1949,5",1814,1970,1805,"1886,474",429402,810055618,2607
TGSU2,2024-01-02,48 hs.,Homogenea,"3045,3","2956,15",3070,2895,"2980,676",878219,"2617686431,55",1912
VALO,2023-12-29,48 hs.,Homogenea,"225,25",225,231,221,"227,032",112138,"25458898,5",1366
GGAL,2023-12-29,48 hs.,Homogenea,1677,1670,1700,"1622,5","1657,743",3423598,"5675073435,8",3550
LOMA,2023-12-29,48 hs.,Homogenea,"1393,55",1320,1400,"1313,5","1362,665",83189,"113358772,35",1250
MIRG,2023-12-29,48 hs.,Homogenea,"10390,5",10299,10599,"10254,5","10397,095","5467,6","56847159,35",516
PAMP,2023-12-29,48 hs.,Homogenea,"1931,6",1850,1938,1805,"1847,205",1644386,"3037517830,65",7276
SUPV,2023-12-29,48 hs.,Homogenea,"779,45",813,819,768,"778,128",416713,324255971,1877
TECO2,2023-12-29,48 hs.,Homogenea,1383,1369,1405,1335,"1368,245",325184,"444931520,85",1596
TGNO4,2023-12-29,48 hs.,Homogenea,1804,1730,"1816,5",1730,"1786,759",179827,321307562,1758
TGSU2,2023-12-29,48 hs.,Homogenea,"2956,15",2859,2970,2750,"2887,399",327898,"946772390,4",2009
TRAN,2023-12-29,48 hs.,Homogenea,1210,1200,1250,"1187,5","1209,515",187120,"226324441,5",1016
TXAR,2023-12-29,48 hs.,Homogenea,849,825,850,825,"841,356",1001501,"842619006,5",3570
ALUA,2023-12-29,48 hs.,Homogenea,"920,5",887,925,870,"896,697",637588,571723426,4432
BBAR,2023-12-29,48 hs.,Homogenea,"1775,25",1810,1810,"1702,55","1766,043",67853,"119831300,8",1066
BMA,2023-12-29,48 hs.,Homogenea,2670,2807,2825,2582,"2683,166",603848,"1620224667,45",1725
BYMA,2023-12-29,48 hs.,Homogenea,"843,5",816,849,816,"837,749",178157,"149250764,5",1508
CEPU,2023-12-29,48 hs.,Homogenea,"900,6",870,"909,5",840,"884,922",795119,"703618204,3",2675
COME,2023-12-29,48 hs.,Homogenea,"73,4",73,"73,8","70,55","72,955",2040367,148854433,3132
CRES,2023-12-29,48 hs.,Homogenea,"920,7",910,932,862,"904,005",645420,"583463021,25",2792
EDN,2023-12-29,48 hs.,Homogenea,942,949,961,900,"934,813",228086,"213217780,7",1889
YPFD,2023-12-29,48 hs.,Homogenea,"16688,2",16000,16750,15968,"16240,926",695726,"11298701164,15",7338
VALO,2023-12-28,48 hs.,Homogenea,"224,5","211,5","224,75","211,5","215,462",469466,"101152072,5",1320
GGAL,2023-12-28,48 hs.,Homogenea,"1664,65",1620,1689,1595,"1655,125",4468038,"7392742995,7",4424
LOMA,2023-12-28,48 hs.,Homogenea,"1326,6",1275,1354,1260,"1336,024",158078,"211195950,65",1158
MIRG,2023-12-28,48 hs.,Homogenea,10254,10332,"10398,5",9521,"10085,322","8919,7","89958049,1",638
PAMP,2023-12-28,48 hs.,Homogenea,"1864,05",1827,"1887,2",1784,"1837,836",1325540,"2436125719,85",4950
SUPV,2023-12-28,48 hs.,Homogenea,"792,3",782,"817,75",750,"791,192",326467,"258298112,3",1745
TECO2,2023-12-28,48 hs.,Homogenea,"1338,2",1340,"1419,05",1305,"1379,53",386755,"533539963,05",909
TGNO4,2023-12-28,48 hs.,Homogenea,"1715,5","1658,5",1725,1560,"1630,768",399492,651478669,1493
TGSU2,2023-12-28,48 hs.,Homogenea,2859,2754,2900,2670,"2791,453",398676,"1112885455,6",2030
TRAN,2023-12-28,48 hs.,Homogenea,1200,1150,1218,1121,"1152,07",677430,780446960,1233
TXAR,2023-12-28,48 hs.,Homogenea,"816,5","786,5",829,"780,5","812,882",1861894,1513499877,4986
ALUA,2023-12-28,48 hs.,Homogenea,870,840,"899,5",840,"871,669",1398826,"1219313908,5",5541
BBAR,2023-12-28,48 hs.,Homogenea,"1753,2",1740,1795,"1702,5","1743,175",171106,"298267687,6",1168
BMA,2023-12-28,48 hs.,Homogenea,"2733,05",2557,2807,2506,"2675,946",603883,"1615958275,85",1292
BYMA,2023-12-28,48 hs.,Homogenea,"815,5",807,849,800,"828,863",353389,"292910947,5",1403
CEPU,2023-12-28,48 hs.,Homogenea,"867,4",843,895,812,"847,781",991870,"840888258,15",2120
COME,2023-12-28,48 hs.,Homogenea,"72,4","69,1","72,95",67,"71,594",1855573,"132847189,75",3048
CRES,2023-12-28,48 hs.,Homogenea,"895,95",855,911,847,"875,797",1467509,"1285240203,65",2128
EDN,2023-12-28,48 hs.,Homogenea,"931,15","897,5","944,95",875,"902,538",407062,"367389047,85",1814
YPFD,2023-12-28,48 hs.,Homogenea,"15968,5",15700,16400,15520,"16087,346",550888,"8862326077,4",4932
SUPV,2023-12-27,48 hs.,Homogenea,"778,8","810,5","844,9","769,65","788,789",337442,266170595,1455
TECO2,2023-12-27,48 hs.,Homogenea,"1327,55",1445,1461,"1299,35","1362,485",154861,210995744,1063
TGNO4,2023-12-27,48 hs.,Homogenea,1614,1710,1711,1565,"1631,885",132245,215808643,1523
TGSU2,2023-12-27,48 hs.,Homogenea,"2747,2",2900,2940,2730,"2799,904",295949,828628827,1722
TRAN,2023-12-27,48 hs.,Homogenea,1141,1130,1180,1122,"1144,011",445933,510152432,1176
TXAR,2023-12-27,48 hs.,Homogenea,769,813,813,747,"775,571",1540861,1195046928,4449
VALO,2023-12-27,48 hs.,Homogenea,"213,5","223,5",226,213,"219,949",498344,109610007,1194
YPFD,2023-12-27,48 hs.,Homogenea,"15696,85",16425,16425,15650,"16008,24",310641,4972815525,5095
ALUA,2023-12-27,48 hs.,Homogenea,840,890,915,828,"857,238",1469962,1260107275,5830
BBAR,2023-12-27,48 hs.,Homogenea,"1739,45",1794,1835,1733,"1781,392",275909,491502003,1270
BMA,2023-12-27,48 hs.,Homogenea,"2553,2","2726,45",2780,2530,"2630,242",257972,678528781,1348
BYMA,2023-12-27,48 hs.,Homogenea,"817,5",875,895,809,"853,26",382965,326768518,1253
CEPU,2023-12-27,48 hs.,Homogenea,"820,4",918,918,802,"852,542",710735,605931379,2706
COME,2023-12-27,48 hs.,Homogenea,"70,05",73,"73,8","68,6","70,908",2543683,180366208,3038
CRES,2023-12-27,48 hs.,Homogenea,"848,9",900,931,840,"879,525",786073,691371011,2399
EDN,2023-12-27,48 hs.,Homogenea,"892,75",952,952,880,"902,09",164935,148786250,1895
GGAL,2023-12-27,48 hs.,Homogenea,"1600,35",1680,"1711,2","1526,5","1656,005",1789277,2963052336,3250
LOMA,2023-12-27,48 hs.,Homogenea,"1304,4",1270,"1333,5",1261,"1312,581",356137,467458639,1831
MIRG,2023-12-27,48 hs.,Homogenea,10213,10507,10507,10050,"10155,698","6217,2",63140007,538
PAMP,2023-12-27,48 hs.,Homogenea,"1826,1","1881,5",1917,"1786,5","1849,679",519151,960262852,4424
TECO2,2023-12-26,48 hs.,Homogenea,"1432,85",1520,1537,1422,"1466,346",201058,"294820555,35",936
SUPV,2023-12-26,48 hs.,Homogenea,"815,6",860,908,"787,3","815,584",542161,"442177674,1",2545
TGSU2,2023-12-26,48 hs.,Homogenea,"2869,8",2955,3057,"2824,65","2880,3",394168,"1135322054,15",2311
TRAN,2023-12-26,48 hs.,Homogenea,1166,1200,1204,1142,"1175,754",247931,"291505837,5",1497
TXAR,2023-12-26,48 hs.,Homogenea,800,845,855,"788,5","802,576",1529530,1227563702,5017
VALO,2023-12-26,48 hs.,Homogenea,"223,5","226,75",229,223,"226,144",251150,56796112,1592
YPFD,2023-12-26,48 hs.,Homogenea,"16425,15",16800,17000,"16269,65","16579,602",244149,"4047893356,05",5254
ALUA,2023-12-26,48 hs.,Homogenea,887,940,941,870,"903,17",1395986,"1260812405,5",6211
BBAR,2023-12-26,48 hs.,Homogenea,"1786,15",1886,1886,1743,"1799,806",107575,"193614100,45",1345
BMA,2023-12-26,48 hs.,Homogenea,"2726,45",2900,2921,"2707,5","2746,475",274269,"753273065,75",1626
BYMA,2023-12-26,48 hs.,Homogenea,872,891,900,865,"876,426",435115,"381346172,5",1336
CEPU,2023-12-26,48 hs.,Homogenea,889,926,935,881,"898,838",543508,"488525702,65",2446
COME,2023-12-26,48 hs.,Homogenea,"72,9","72,7","74,85","70,5","73,165",3075225,"224998301,65",4746
CRES,2023-12-26,48 hs.,Homogenea,"898,75",935,943,892,"919,902",441603,"406231365,05",2475
EDN,2023-12-26,48 hs.,Homogenea,"935,5",950,968,"905,1","932,189",248188,"231358138,8",2100
GGAL,2023-12-26,48 hs.,Homogenea,"1664,15",1762,1780,"1647,05","1689,51",1735761,"2931619397,8",3659
LOMA,2023-12-26,48 hs.,Homogenea,"1299,95",1344,1344,"1286,15","1302,183",275069,"358190223,7",1476
MIRG,2023-12-26,48 hs.,Homogenea,10282,10600,10600,10101,"10362,15","9479,1","98223857,55",581
PAMP,2023-12-26,48 hs.,Homogenea,"1881,25",1960,2000,"1859,05","1895,116",752451,"1425981658,85",5716
TGNO4,2023-12-26,48 hs.,Homogenea,"1691,5",1710,1760,1605,"1701,364",250060,425443012,2367
TECO2,2023-12-22,48 hs.,Homogenea,"1496,7","1551,9",1584,"1477,25","1509,107",75218,"113512012,9",957
SUPV,2023-12-22,48 hs.,Homogenea,"844,9",871,898,"823,8","871,315",754917,"657770229,5",2773
TGSU2,2023-12-22,48 hs.,Homogenea,"2930,05",2950,"2988,25",2833,"2941,894",299138,"880032248,05",1756
TRAN,2023-12-22,48 hs.,Homogenea,1173,1170,1180,1102,"1157,529",235659,"272782168,5",924
TXAR,2023-12-22,48 hs.,Homogenea,"845,5",876,876,835,"848,616",689330,584976187,2953
VALO,2023-12-22,48 hs.,Homogenea,"226,75",224,229,224,"227,071",220125,49984042,1456
YPFD,2023-12-22,48 hs.,Homogenea,"16866,6",17099,17099,16651,"16817,998",280119,"4711040734,6",7327
ALUA,2023-12-22,48 hs.,Homogenea,"941,5",951,960,903,"946,372",1075200,"1017539650,5",4692
BBAR,2023-12-22,48 hs.,Homogenea,"1854,55",1840,"1874,75",1760,"1832,744",191659,"351261795,8",1293
BMA,2023-12-22,48 hs.,Homogenea,"2880,4","2819,95",2938,2735,"2828,725",125492,"354982385,85",1500
BYMA,2023-12-22,48 hs.,Homogenea,"891,5",888,"919,5",860,"891,453",385004,"343213020,5",1627
CEPU,2023-12-22,48 hs.,Homogenea,"921,85",900,939,862,"902,099",1108390,"999877781,5",2498
COME,2023-12-22,48 hs.,Homogenea,"72,7",69,"73,5",67,"71,246",5057578,"360329766,35",3530
CRES,2023-12-22,48 hs.,Homogenea,"931,35",915,"943,95",900,"925,989",477335,"442006829,8",2677
EDN,2023-12-22,48 hs.,Homogenea,"938,4","958,5",974,"909,7","939,623",475652,"446933357,15",2300
GGAL,2023-12-22,48 hs.,Homogenea,"1756,15",1725,"1786,85",1675,"1749,47",1837484,"3212863962,25",3299
LOMA,2023-12-22,48 hs.,Homogenea,"1320,3",1350,1400,1300,"1323,315",132049,"174742356,5",1253
MIRG,2023-12-22,48 hs.,Homogenea,"10671,5","11187,5","11199,5",10508,"10648,117","9488,6","101035723,6",687
PAMP,2023-12-22,48 hs.,Homogenea,"1949,05",1947,1980,1878,"1947,207",771238,"1501759811,85",5135
TGNO4,2023-12-22,48 hs.,Homogenea,"1698,5",1690,1710,1580,"1645,791",382146,628932277,2134
TECO2,2023-12-21,48 hs.,Homogenea,"1551,9",1520,1590,"1477,8","1544,23",156915,"242312850,2",1099
SUPV,2023-12-21,48 hs.,Homogenea,"861,05",806,910,801,"868,789",1242180,1079192422,4594
TGSU2,2023-12-21,48 hs.,Homogenea,"2880,8",2920,"3012,2","2731,65","2827,66",382364,"1081195215,2",3090
TRAN,2023-12-21,48 hs.,Homogenea,"1147,5",1100,"1164,5",1094,"1140,672",970075,"1106537136,5",1476
TXAR,2023-12-21,48 hs.,Homogenea,858,830,885,792,"820,935",1588837,"1304332695,5",5668
VALO,2023-12-21,48 hs.,Homogenea,"224,5",220,"229,5",220,"224,975",384677,86542525,2042
YPFD,2023-12-21,48 hs.,Homogenea,"17129,9",17010,18000,16600,"17097,999",338020,"5779465645,45",9233
ALUA,2023-12-21,48 hs.,Homogenea,949,971,999,902,"931,658",1543638,"1438143023,5",6880
BBAR,2023-12-21,48 hs.,Homogenea,"1819,6",1791,1925,"1736,5","1813,043",454621,"824247208,9",2896
BMA,2023-12-21,48 hs.,Homogenea,"2806,65",2695,2835,2670,"2766,464",282091,"780394613,75",2351
BYMA,2023-12-21,48 hs.,Homogenea,"888,5",845,890,845,"875,683",524711,"459480362,5",2604
CEPU,2023-12-21,48 hs.,Homogenea,"885,1","888,952","967,97","819,811","862,341",1384404,1208665062,4440
COME,2023-12-21,48 hs.,Homogenea,"67,95","68,3","69,65","66,75","67,918",4302782,"292235362,9",3527
CRES,2023-12-21,48 hs.,Homogenea,911,929,965,893,"916,903",885299,"811733483,15",4031
EDN,2023-12-21,48 hs.,Homogenea,"938,4","960,15",1010,902,"939,074",651868,"612152531,1",3908
GGAL,2023-12-21,48 hs.,Homogenea,"1723,1",1680,"1819,5",1678,"1739,834",2518674,"4376971822,25",5706
LOMA,2023-12-21,48 hs.,Homogenea,"1347,7",1341,1372,1286,"1315,991",194802,"256357626,9",1709
MIRG,2023-12-21,48 hs.,Homogenea,"11097,5",10898,11499,10666,"11036,47","15636,5","172571762,85",880
PAMP,2023-12-21,48 hs.,Homogenea,"1919,5",1949,"2000,5","1856,55","1908,911",1181364,"2255118551,5",7996
TGNO4,2023-12-21,48 hs.,Homogenea,1675,1785,1850,"1619,5","1692,236",409121,"692329375,5",2408
TECO2,2023-12-20,48 hs.,Homogenea,"1555,45",1525,1580,"1480,05","1527,18",105155,160590645,1050
SUPV,2023-12-20,48 hs.,Homogenea,"783,75",710,797,"689,05","771,459",755838,"583097683,5",2524
TGSU2,2023-12-20,48 hs.,Homogenea,"2873,95",2875,"2968,55",2801,"2893,849",362877,"1050111351,95",1998
TRAN,2023-12-20,48 hs.,Homogenea,1093,1135,1149,1058,"1116,439",208381,"232644651,5",1025
TXAR,2023-12-20,48 hs.,Homogenea,825,852,869,817,"845,688",1348235,"1140186225,5",5119
VALO,2023-12-20,48 hs.,Homogenea,218,220,220,215,"218,209",291709,"63653563,25",1490
YPFD,2023-12-20,48 hs.,Homogenea,"16788,75",16733,17100,16200,"16719,14",326357,"5456408331,2",5162
ALUA,2023-12-20,48 hs.,Homogenea,"952,5",992,1019,945,"983,85",1142922,"1124464051,5",5410
